registry_id,hospital_name,state,lga,facility_level,facility_level_option,ownership,ownership_type,bed_count,doctor_count,nurse_count,ambulance_count,has_emergency_unit,has_operating_theatre,has_icu,has_blood_bank,source
13/02/1/1/1/0010,Itaido Primary Health Clinic,Ekiti,Efon,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
13/02/1/1/1/0004,Alajo Primary Health Clinic,Ekiti,Efon,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
16/22/1/1/1/0001,Umuoka Model Primary Health Center,Imo,Orsu,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
16/22/1/1/1/0028,Nwanyinma Health Clinic,Imo,Orsu,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
13/02/1/1/1/0001,Surulere Primary Health Clinic,Ekiti,Efon,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
21/09/1/1/1/0007,Danko Primary Health Care Center,Kebbi,Danko/Wasagu,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
21/10/1/1/1/0013,Chidawa Health Post,Kebbi,Fakai,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
21/21/1/1/1/0008,Dabai Health Post,Kebbi,Zuru,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
21/21/1/2/1/0001,Zuru Martha Bamaiyi General Hospital,Kebbi,Zuru,Secondary,General Hospital,Public,State Government,84,22,58,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
21/15/1/1/1/0010,Gubba Health Post,Kebbi,Maiyama,Primary,Health Post,Public,Unknown,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
27/18/1/2/2/0010,Renasance Ic Specialist Hospital,Ogun,Sagamu,Secondary,General Hospital,Private,Unknown,80,20,55,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
24/11/1/1/2/0020,Life Health Care Clinic,Lagos,Ikeja,Primary,Primary Health Center,Private,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
27/18/1/1/1/0016,Soyindo Health Clinic,Ogun,Sagamu,Primary,Health Post,Public,Unknown,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
27/18/1/1/1/0015,Simawa Health Center,Ogun,Sagamu,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
29/23/1/1/1/0003,Ago Ogunrinde Mdg Primary Health Center,Osun,Iwo,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/05/1/1/2/0001,Abbott Health Clinic,Borno,Biu,Primary,Primary Health Clinic,Private,For Profit,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/1/1/0061,Garba Buzu Idp Camp Health Clinic,Borno,Maiduguri,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/26/1/1/1/0003,Gajiram Support Programme Family Clinic,Borno,Nganzai,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/27/1/1/1/0011,Gwaskara Primary Health Care Center,Borno,Shani,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/06/1/1/1/0021,Kauthama Primary Health Clinic,Borno,Chibok,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/11/1/2/1/0002,Gwoza General Hospital,Borno,Gwoza,Secondary,Primary Health Center,Public,State Government,47,11,25,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/11/1/1/1/0014,Izge Primary Health Care Clinic,Borno,Gwoza,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/08/1/1/1/0006,Dikwa Maternity and  Child Health Clinic,Borno,Dikwa,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/06/1/1/1/0015,Mbalala Primary Health Center,Borno,Chibok,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/1/1/0024,Maiduguri State Hospital Specialist,Borno,Maiduguri,Secondary,General Hospital,Public,State Government,84,22,58,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/13/1/1/2/0007,Unimaid Medical Center,Borno,Jere,Secondary,Primary Health Clinic,Public,Federal Government,52,12,28,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/1/1/0006,Bolori Primary Health Center,Borno,Maiduguri,Primary,Primary Health Center,Public,Unknown,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/16/1/1/1/0042,Njimtilo Primary Health Care Center,Borno,Konduga,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/18/1/1/2/0005,Eyn Wandali Primary Health Center,Borno,Kwaya Kusar,Primary,Primary Health Clinic,Private,For Profit,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/2/2/0006,Kanem Hospital,Borno,Maiduguri,Secondary,Primary Health Center,Private,Unknown,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/04/1/1/1/0016,Jaragol Primary Health Care Center,Borno,Bayo,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/27/1/1/1/0042,Burashika Primary Health Clinic,Borno,Shani,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/27/1/1/1/0044,Sangwa Health Post,Borno,Shani,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/1/1/0024,Bulabulin Health Clinic,Borno,Maiduguri,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/03/1/1/1/0007,Banki Idps Camp Clinic,Borno,Bama,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/2/2/0008,Sunni Hospital,Borno,Maiduguri,Secondary,Primary Health Center,Private,For Profit,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/06/1/1/1/0022,Yimirmugza Health Post,Borno,Chibok,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/13/1/1/1/0036,Fariya Idp Camp Clinic,Borno,Jere,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/06/1/1/2/0003,Mbalala Eyn Primary Health Clinic,Borno,Chibok,Primary,Primary Health Clinic,Private,For Profit,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/16/1/1/1/0005,777 Housing Estate Primary Health Care Center,Borno,Konduga,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
24/10/1/1/2/0003,Aqualibra Maternity Home,Lagos,Ifako/Ijaye,Primary,Primary Health Clinic,Private,For Profit,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/11/1/1/1/0033,20 Housing Idps Clinic,Borno,Gwoza,Primary,Unknown,Public,Local Government,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
14/10/1/1/2/0006,Aharu Health Post,Enugu,Isi-Uzo,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/16/1/1/1/0022,Jakana Model Primary Health Care Center,Borno,Konduga,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/13/1/1/1/0035,Muna Idp Camp (A) Clinic,Borno,Jere,Primary,Unknown,Public,Local Government,4,1,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
13/05/1/1/1/0012,Ajebadmidele Health Post,Ekiti,Ekiti West,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/02/1/1/1/0051,Zadawa Primary Health Care Center,Borno,Askira/Uba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
24/02/1/2/2/0004,Ajifat Hospital,Lagos,Ajeromi/Ifelodun,Secondary,Primary Health Center,Private,Unknown,45,10,24,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/18/1/1/2/0001,Babadidi Health Clinic,Borno,Kwaya Kusar,Primary,Primary Health Clinic,Private,For Profit,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/1/1/0014,Herwa Peace Health Clinic,Borno,Maiduguri,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/05/1/1/1/0016,Gunda Primary Health Care Center,Borno,Biu,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/1/1/0052,Bulabulin Ngrannam Primary Health Center,Borno,Maiduguri,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/20/1/2/1/0001,Magumeri General Hospital,Borno,Magumeri,Secondary,General Hospital,Public,State Government,84,22,58,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/27/1/1/1/0042,Shani Primary Health Care Center,Borno,Shani,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/13/1/1/1/0013,Fori Health Clinic,Borno,Jere,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/1/1/0009,Fatima Ali Sheriff Primary Health Clinic,Borno,Maiduguri,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/27/1/1/1/0048,Lajada Primary Health Care Center,Borno,Shani,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/2/2/0007,Nakowa Hospital Specialist,Borno,Maiduguri,Secondary,General Hospital,Private,For Profit,80,20,55,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/12/1/1/1/0035,Yimirshika Primary Health Care,Borno,Hawul,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/27/1/1/1/0030,Labilis Primary Health Care Center,Borno,Shani,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/20/1/1/1/0015,Magumeri Maternity and  Child Health Clinic,Borno,Magumeri,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/02/1/1/1/0014,Hussara Primary Health Center,Borno,Askira/Uba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/04/1/1/1/0028,Zara Primary Health Care Center,Borno,Bayo,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/04/1/1/1/0021,Laro Primary Health Clinic,Borno,Bayo,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/12/1/1/1/0023,Mbulatawiwi Primary Health Center,Borno,Hawul,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/13/1/1/1/0029,Rahama Maternity Clinic,Borno,Jere,Primary,Primary Health Center,Private,For Profit,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/03/1/1/1/0008,Bama Skin Clinic,Borno,Bama,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/27/1/1/2/0045,Phara Ecwa Church Primary Health Clinic,Borno,Shani,Primary,Primary Health Clinic,Private,For Profit,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/07/1/1/1/0044,Kachalla Burari Primary Health Care Center,Borno,Damboa,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/04/1/1/1/0023,Maina Baba Health Post,Borno,Bayo,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/21/1/1/1/0024,Gamboru Male Health Clinic,Borno,Maiduguri,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/08/1/1/1/0018,Ngabu Health Post,Borno,Shani,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/05/1/2/1/0001,Biu General Hospital,Borno,Biu,Secondary,General Hospital,Public,Local Government,80,20,55,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/02/1/1/1/0012,Giwi Primary Health Clinic,Borno,Askira/Uba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/04/1/1/1/0010,Gaidam Health Post,Borno,Bayo,Primary,Health Post,Public,Local Government,0,0,2,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/05/1/1/1/0014,Garubula Sabo Primary Health Care Center,Borno,Biu,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/02/1/1/1/0033,Ngohi Primary Health Center,Borno,Askira/Uba,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/13/1/2/2/0001,Royal Hospital Specialist,Borno,Jere,Secondary,General Hospital,Private,For Profit,80,20,55,3,True,True,False,True,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/13/1/1/1/0008,Dalori Health Clinic,Borno,Jere,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/02/1/2/1/0002,Lassa General Hospital,Borno,Askira/Uba,Secondary,Primary Health Center,Public,State Government,47,11,25,2,True,True,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/02/1/1/1/0017,Kilarangal Primary Health Clinic,Borno,Askira/Uba,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/20/1/1/1/0009,Hoyo Health Clinic,Borno,Magumeri,Primary,Primary Health Clinic,Public,Local Government,6,1,4,0,False,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
08/05/1/1/1/0009,Buratai Primary Health Care Center,Borno,Biu,Primary,Primary Health Center,Public,Local Government,12,2,8,1,True,False,False,False,GRID3/NHFR 2024 facility level with capacity baseline proxy
